uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
314320838,Croatia,Beverages,Online,C,11/2/13,Europe,11/21/13,3376,47.45,31.79,160191.2,107323.04,52868.16
770137155,Samoa ,Beverages,Offline,L,1/22/13,Australia and Oceania,3/2/13,9553,47.45,31.79,453289.85,303689.87,149599.98
417318522,Armenia,Snacks,Offline,M,9/11/12,Europe,9/14/12,2679,152.58,97.44,408761.82,261041.76,147720.06
223101270,Denmark,Office Supplies,Online,C,5/5/16,Europe,5/31/16,9478,651.21,524.96,6172168.38,4975570.88,1196597.5
325034224,Guatemala,Household,Online,C,4/21/17,Central America and the Caribbean,5/1/17,3705,668.27,502.54,2475940.35,1861910.7,614029.65
480978715,Slovakia,Fruits,Online,M,7/10/17,Europe,7/30/17,1145,9.33,6.92,10682.85,7923.4,2759.45
519108569,Cote d'Ivoire,Beverages,Online,L,3/21/16,Sub-Saharan Africa,3/30/16,4616,47.45,31.79,219029.2,146742.64,72286.56
787910115,Tonga,Cereal,Offline,H,9/5/13,Australia and Oceania,10/22/13,8967,205.7,117.11,1844511.9,1050125.37,794386.53
806182181,Bulgaria,Meat,Online,M,1/13/15,Europe,2/17/15,6077,421.89,364.69,2563825.53,2216221.13,347604.4
613036096,Panama,Vegetables,Offline,L,5/5/11,Central America and the Caribbean,6/18/11,9859,154.06,90.93,1518877.54,896478.87,622398.67
317895686,Austria,Cereal,Online,M,8/27/13,Europe,9/25/13,1253,205.7,117.11,257742.1,146738.83,111003.27
550497281,Serbia,Cereal,Offline,M,5/16/11,Europe,5/28/11,3234,205.7,117.11,665233.8,378733.74,286500.06
210889708,Namibia,Office Supplies,Online,L,11/20/13,Sub-Saharan Africa,11/21/13,5806,651.21,524.96,3780925.26,3047917.76,733007.5
519434297,Namibia,Fruits,Offline,M,7/8/16,Sub-Saharan Africa,7/25/16,1006,9.33,6.92,9385.98,6961.52,2424.46
966804873,Hungary,Household,Offline,C,11/10/11,Europe,11/30/11,7901,668.27,502.54,5280001.27,3970568.54,1309432.73
663987767,Pakistan,Meat,Offline,L,4/13/16,Middle East and North Africa,5/16/16,7590,421.89,364.69,3202145.1,2767997.1,434148
592281806,Costa Rica,Clothes,Offline,L,2/27/13,Central America and the Caribbean,3/16/13,8203,109.28,35.84,896423.84,293995.52,602428.32
453298318,Russia,Fruits,Online,L,3/15/17,Europe,5/3/17,9900,9.33,6.92,92367,68508,23859
918961131,Iceland,Household,Online,H,2/15/10,Europe,3/26/10,9875,668.27,502.54,6599166.25,4962582.5,1636583.75
481506574,Honduras,Personal Care,Online,H,7/23/12,Central America and the Caribbean,8/7/12,7350,81.73,56.67,600715.5,416524.5,184191
403483474,Marshall Islands,Snacks,Offline,M,2/19/12,Australia and Oceania,3/31/12,8581,152.58,97.44,1309288.98,836132.64,473156.34
667753159,Papua New Guinea,Personal Care,Online,L,9/6/12,Australia and Oceania,10/22/12,1854,81.73,56.67,151527.42,105066.18,46461.24
427489459,Comoros,Office Supplies,Offline,H,4/25/15,Sub-Saharan Africa,6/8/15,2486,651.21,524.96,1618908.06,1305050.56,313857.5
256178700,Malaysia,Household,Online,L,8/21/14,Asia,9/6/14,7825,668.27,502.54,5229212.75,3932375.5,1296837.25
797619712,France,Household,Online,H,2/8/10,Europe,3/10/10,2252,668.27,502.54,1504944.04,1131720.08,373223.96
515923821,Cote d'Ivoire,Office Supplies,Offline,M,5/23/17,Sub-Saharan Africa,6/8/17,2179,651.21,524.96,1418986.59,1143887.84,275098.75
645514857,Lesotho,Cosmetics,Online,H,7/28/11,Sub-Saharan Africa,9/10/11,1046,437.2,263.33,457311.2,275443.18,181868.02
241129148,Tuvalu,Beverages,Online,L,3/25/14,Australia and Oceania,5/10/14,4328,47.45,31.79,205363.6,137587.12,67776.48
227815520,Kuwait,Personal Care,Online,M,12/9/13,Middle East and North Africa,1/21/14,4530,81.73,56.67,370236.9,256715.1,113521.8
250935304,Azerbaijan,Baby Food,Offline,C,6/24/15,Middle East and North Africa,7/12/15,6188,255.28,159.42,1579672.64,986490.96,593181.68
926162326,Bhutan,Cosmetics,Online,L,5/2/13,Asia,6/17/13,868,437.2,263.33,379489.6,228570.44,150919.16
689482915,Kenya,Meat,Offline,L,8/19/10,Sub-Saharan Africa,8/29/10,2171,421.89,364.69,915923.19,791741.99,124181.2
747195899,Tanzania,Snacks,Online,L,5/7/15,Sub-Saharan Africa,6/12/15,726,152.58,97.44,110773.08,70741.44,40031.64
125912606,Angola,Household,Offline,H,10/20/13,Sub-Saharan Africa,10/29/13,9193,668.27,502.54,6143406.11,4619850.22,1523555.89
622556865,Kenya,Meat,Online,M,4/25/12,Sub-Saharan Africa,5/2/12,7266,421.89,364.69,3065452.74,2649837.54,415615.2
954365003,Rwanda,Household,Online,C,9/14/10,Sub-Saharan Africa,10/1/10,6667,668.27,502.54,4455356.09,3350434.18,1104921.91
808885848,Rwanda,Personal Care,Online,C,8/15/13,Sub-Saharan Africa,9/1/13,6153,81.73,56.67,502884.69,348690.51,154194.18
393980729,Saint Lucia,Office Supplies,Offline,C,8/28/11,Central America and the Caribbean,10/15/11,6508,651.21,524.96,4238074.68,3416439.68,821635
887823474,Switzerland,Office Supplies,Online,C,5/21/15,Europe,6/27/15,5550,651.21,524.96,3614215.5,2913528,700687.5
388900411,El Salvador,Personal Care,Online,M,9/24/13,Central America and the Caribbean,10/20/13,3129,81.73,56.67,255733.17,177320.43,78412.74
666010367,Poland,Cereal,Offline,C,8/16/15,Europe,10/2/15,6123,205.7,117.11,1259501.1,717064.53,542436.57
408264672,Ukraine,Personal Care,Offline,L,11/25/15,Europe,1/5/16,3444,81.73,56.67,281478.12,195171.48,86306.64
175087153,Grenada,Fruits,Online,H,4/2/14,Central America and the Caribbean,5/14/14,1034,9.33,6.92,9647.22,7155.28,2491.94
146214139,Montenegro,Personal Care,Online,M,6/10/11,Europe,7/23/11,6868,81.73,56.67,561321.64,389209.56,172112.08
571694457,Turkmenistan,Meat,Online,C,1/27/13,Asia,2/25/13,5949,421.89,364.69,2509823.61,2169540.81,340282.8
421889436,Burkina Faso,Office Supplies,Online,M,9/5/10,Sub-Saharan Africa,10/22/10,5314,651.21,524.96,3460529.94,2789637.44,670892.5
537472903,Romania,Cereal,Offline,L,10/14/15,Europe,11/13/15,9031,205.7,117.11,1857676.7,1057620.41,800056.29
479431188,Guinea-Bissau,Snacks,Offline,L,9/8/10,Sub-Saharan Africa,10/5/10,3197,152.58,97.44,487798.26,311515.68,176282.58
779063117,Armenia,Cereal,Online,C,10/30/12,Europe,11/23/12,944,205.7,117.11,194180.8,110551.84,83628.96
687980020,Greenland,Cereal,Offline,L,6/7/10,North America,6/29/10,7431,205.7,117.11,1528556.7,870244.41,658312.29
428105723,Sweden,Fruits,Online,C,9/13/11,Europe,9/21/11,4852,9.33,6.92,45269.16,33575.84,11693.32
741676557,Cambodia,Meat,Offline,H,10/7/10,Asia,11/11/10,7430,421.89,364.69,3134642.7,2709646.7,424996
641241347,Bulgaria,Cereal,Offline,C,3/10/14,Europe,4/19/14,6419,205.7,117.11,1320388.3,751729.09,568659.21
559661424,Switzerland,Snacks,Online,H,6/11/14,Europe,7/8/14,5107,152.58,97.44,779226.06,497626.08,281599.98
100110614,Thailand,Snacks,Online,M,6/6/16,Asia,7/13/16,3810,152.58,97.44,581329.8,371246.4,210083.4
286075246,Barbados,Snacks,Offline,M,12/18/10,Central America and the Caribbean,1/12/11,4877,152.58,97.44,744132.66,475214.88,268917.78
411354148,Jamaica,Household,Offline,C,6/8/16,Central America and the Caribbean,7/11/16,7688,668.27,502.54,5137659.76,3863527.52,1274132.24
290058648,Tuvalu,Snacks,Online,M,6/8/14,Australia and Oceania,6/25/14,3655,152.58,97.44,557679.9,356143.2,201536.7
706612575,Equatorial Guinea,Fruits,Online,C,2/14/14,Sub-Saharan Africa,3/8/14,1218,9.33,6.92,11363.94,8428.56,2935.38
265752255,Namibia,Cereal,Offline,C,7/28/10,Sub-Saharan Africa,8/1/10,853,205.7,117.11,175462.1,99894.83,75567.27
342526519,Nicaragua,Cereal,Online,H,4/16/11,Central America and the Caribbean,4/27/11,63,205.7,117.11,12959.1,7377.93,5581.17
132296693,Italy,Office Supplies,Offline,L,4/8/17,Europe,4/9/17,8386,651.21,524.96,5461047.06,4402314.56,1058732.5
700736606,Equatorial Guinea,Meat,Offline,M,8/22/11,Sub-Saharan Africa,9/12/11,2388,421.89,364.69,1007473.32,870879.72,136593.6
933832585,Morocco,Office Supplies,Offline,L,6/14/16,Middle East and North Africa,7/17/16,669,651.21,524.96,435659.49,351198.24,84461.25
687883460,Equatorial Guinea,Meat,Offline,M,3/9/13,Sub-Saharan Africa,4/12/13,8857,421.89,364.69,3736679.73,3230059.33,506620.4
339500558,Sri Lanka,Household,Offline,L,8/30/14,Asia,10/6/14,4614,668.27,502.54,3083397.78,2318719.56,764678.22
335607707,Mexico,Beverages,Online,H,11/4/15,North America,12/18/15,2633,47.45,31.79,124935.85,83703.07,41232.78
743441236,Thailand,Cosmetics,Offline,H,10/2/12,Asia,10/18/12,9637,437.2,263.33,4213296.4,2537711.21,1675585.19
800549972,Finland,Fruits,Offline,L,11/3/13,Europe,11/10/13,9381,9.33,6.92,87524.73,64916.52,22608.21
264795243,Barbados,Snacks,Offline,C,6/23/13,Central America and the Caribbean,7/26/13,7652,152.58,97.44,1167542.16,745610.88,421931.28
764350879,The Bahamas,Clothes,Offline,C,11/17/10,Central America and the Caribbean,1/2/11,7265,109.28,35.84,793919.2,260377.6,533541.6
847703206,Samoa ,Office Supplies,Offline,H,11/26/13,Australia and Oceania,12/9/13,3071,651.21,524.96,1999865.91,1612152.16,387713.75
