industry_name_ANZSIC,rme_size_grp,variables
Accommodation and Food Services,a_0,Fixed tangible assets
Accommodation and Food Services,b_1-5,Activity unit
Accommodation and Food Services,b_1-5,Rolling mean employees
Accommodation and Food Services,b_1-5,Salaries and wages paid
Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,b_1-5,Total income
Accommodation and Food Services,b_1-5,Total expenditure
Accommodation and Food Services,b_1-5,Operating profit before tax
Accommodation and Food Services,b_1-5,Total assets
Accommodation and Food Services,b_1-5,Fixed tangible assets
Accommodation and Food Services,c_6-9,Activity unit
Accommodation and Food Services,c_6-9,Rolling mean employees
Accommodation and Food Services,c_6-9,Salaries and wages paid
Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,c_6-9,Total income
Accommodation and Food Services,c_6-9,Total expenditure
Accommodation and Food Services,c_6-9,Operating profit before tax
Accommodation and Food Services,c_6-9,Total assets
Accommodation and Food Services,c_6-9,Fixed tangible assets
Accommodation and Food Services,d_10-19,Activity unit
Accommodation and Food Services,d_10-19,Rolling mean employees
Accommodation and Food Services,d_10-19,Salaries and wages paid
Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,d_10-19,Total income
Accommodation and Food Services,d_10-19,Total expenditure
Accommodation and Food Services,d_10-19,Operating profit before tax
Accommodation and Food Services,d_10-19,Total assets
Accommodation and Food Services,d_10-19,Fixed tangible assets
Accommodation and Food Services,e_20-49,Activity unit
Accommodation and Food Services,e_20-49,Rolling mean employees
Accommodation and Food Services,e_20-49,Salaries and wages paid
Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,e_20-49,Total income
Accommodation and Food Services,e_20-49,Total expenditure
Accommodation and Food Services,e_20-49,Operating profit before tax
Accommodation and Food Services,e_20-49,Total assets
Accommodation and Food Services,e_20-49,Fixed tangible assets
Accommodation and Food Services,f_50-99,Activity unit
Accommodation and Food Services,f_50-99,Rolling mean employees
Accommodation and Food Services,f_50-99,Salaries and wages paid
Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,f_50-99,Total income
Accommodation and Food Services,f_50-99,Total expenditure
Accommodation and Food Services,f_50-99,Operating profit before tax
Accommodation and Food Services,f_50-99,Total assets
Accommodation and Food Services,f_50-99,Fixed tangible assets
Accommodation and Food Services,g_100-199,Activity unit
Accommodation and Food Services,g_100-199,Rolling mean employees
Accommodation and Food Services,g_100-199,Salaries and wages paid
Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,g_100-199,Total income
Accommodation and Food Services,g_100-199,Total expenditure
Accommodation and Food Services,g_100-199,Operating profit before tax
Accommodation and Food Services,g_100-199,Total assets
Accommodation and Food Services,g_100-199,Fixed tangible assets
Accommodation and Food Services,h_200+,Activity unit
Accommodation and Food Services,h_200+,Rolling mean employees
Accommodation and Food Services,h_200+,Salaries and wages paid
Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,h_200+,Total income
Accommodation and Food Services,h_200+,Total expenditure
Accommodation and Food Services,h_200+,Operating profit before tax
Accommodation and Food Services,h_200+,Total assets
Accommodation and Food Services,h_200+,Fixed tangible assets
Accommodation and Food Services,i_Industry_Total,Activity unit
Accommodation and Food Services,i_Industry_Total,Rolling mean employees
Accommodation and Food Services,i_Industry_Total,Salaries and wages paid
Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,i_Industry_Total,Total income
Accommodation and Food Services,i_Industry_Total,Total expenditure
Accommodation and Food Services,i_Industry_Total,Operating profit before tax
Accommodation and Food Services,i_Industry_Total,Total assets
Accommodation and Food Services,i_Industry_Total,Fixed tangible assets
"Transport, Postal and Warehousing",a_0,Activity unit
"Transport, Postal and Warehousing",a_0,Rolling mean employees
"Transport, Postal and Warehousing",a_0,Salaries and wages paid
"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",a_0,Total income
"Transport, Postal and Warehousing",a_0,Total expenditure
"Transport, Postal and Warehousing",a_0,Operating profit before tax
"Transport, Postal and Warehousing",a_0,Total assets
"Transport, Postal and Warehousing",a_0,Fixed tangible assets
"Transport, Postal and Warehousing",b_1-5,Activity unit
"Transport, Postal and Warehousing",b_1-5,Rolling mean employees
"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid
"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",b_1-5,Total income
"Transport, Postal and Warehousing",b_1-5,Total expenditure
"Transport, Postal and Warehousing",b_1-5,Operating profit before tax
"Transport, Postal and Warehousing",b_1-5,Total assets
"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets
"Transport, Postal and Warehousing",c_6-9,Activity unit
"Transport, Postal and Warehousing",c_6-9,Rolling mean employees
"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid
"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",c_6-9,Total income
"Transport, Postal and Warehousing",c_6-9,Total expenditure
"Transport, Postal and Warehousing",c_6-9,Operating profit before tax
"Transport, Postal and Warehousing",c_6-9,Total assets
"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets
"Transport, Postal and Warehousing",d_10-19,Activity unit
"Transport, Postal and Warehousing",d_10-19,Rolling mean employees
"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid
"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",d_10-19,Total income
"Transport, Postal and Warehousing",d_10-19,Total expenditure
"Transport, Postal and Warehousing",d_10-19,Operating profit before tax
"Transport, Postal and Warehousing",d_10-19,Total assets
"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets
"Transport, Postal and Warehousing",e_20-49,Activity unit
"Transport, Postal and Warehousing",e_20-49,Rolling mean employees
"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid
"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",e_20-49,Total income
"Transport, Postal and Warehousing",e_20-49,Total expenditure
"Transport, Postal and Warehousing",e_20-49,Operating profit before tax
"Transport, Postal and Warehousing",e_20-49,Total assets
"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets
"Transport, Postal and Warehousing",f_50-99,Activity unit
"Transport, Postal and Warehousing",f_50-99,Rolling mean employees
"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid
"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",f_50-99,Total income
"Transport, Postal and Warehousing",f_50-99,Total expenditure
"Transport, Postal and Warehousing",f_50-99,Operating profit before tax
"Transport, Postal and Warehousing",f_50-99,Total assets
"Transport, Postal and Warehousing",f_50-99,Fixed tangible assets
"Transport, Postal and Warehousing",g_100-199,Activity unit
"Transport, Postal and Warehousing",g_100-199,Rolling mean employees
"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid
"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",g_100-199,Total income
"Transport, Postal and Warehousing",g_100-199,Total expenditure
"Transport, Postal and Warehousing",g_100-199,Operating profit before tax
"Transport, Postal and Warehousing",g_100-199,Total assets
"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets
"Transport, Postal and Warehousing",h_200+,Activity unit
"Transport, Postal and Warehousing",h_200+,Rolling mean employees
"Transport, Postal and Warehousing",h_200+,Salaries and wages paid
"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",h_200+,Total income
"Transport, Postal and Warehousing",h_200+,Total expenditure
"Transport, Postal and Warehousing",h_200+,Operating profit before tax
"Transport, Postal and Warehousing",h_200+,Total assets
"Transport, Postal and Warehousing",h_200+,Fixed tangible assets
"Transport, Postal and Warehousing",i_Industry_Total,Activity unit
"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees
"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid
"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",i_Industry_Total,Total income
"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure
"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax
"Transport, Postal and Warehousing",i_Industry_Total,Total assets
"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangible assets
Information Media and Telecommunications,a_0,Activity unit
Information Media and Telecommunications,a_0,Rolling mean employees
Information Media and Telecommunications,a_0,Salaries and wages paid
Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,a_0,Total income
Information Media and Telecommunications,a_0,Total expenditure
Information Media and Telecommunications,a_0,Operating profit before tax
Information Media and Telecommunications,a_0,Total assets
Information Media and Telecommunications,a_0,Fixed tangible assets
Information Media and Telecommunications,b_1-5,Activity unit
Information Media and Telecommunications,b_1-5,Rolling mean employees
Information Media and Telecommunications,b_1-5,Salaries and wages paid
Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,b_1-5,Total income
Information Media and Telecommunications,b_1-5,Total expenditure
Information Media and Telecommunications,b_1-5,Operating profit before tax
Information Media and Telecommunications,b_1-5,Total assets
Information Media and Telecommunications,b_1-5,Fixed tangible assets
Information Media and Telecommunications,c_6-9,Activity unit
Information Media and Telecommunications,c_6-9,Rolling mean employees
Information Media and Telecommunications,c_6-9,Salaries and wages paid
Information Media and Telecommunications,c_6-9,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,c_6-9,Total income
Information Media and Telecommunications,c_6-9,Total expenditure
Information Media and Telecommunications,c_6-9,Operating profit before tax
Information Media and Telecommunications,c_6-9,Total assets
Information Media and Telecommunications,c_6-9,Fixed tangible assets
Information Media and Telecommunications,d_10-19,Activity unit
Information Media and Telecommunications,d_10-19,Rolling mean employees
Information Media and Telecommunications,d_10-19,Salaries and wages paid
Information Media and Telecommunications,d_10-19,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,d_10-19,Total income
Information Media and Telecommunications,d_10-19,Total expenditure
Information Media and Telecommunications,d_10-19,Operating profit before tax
Information Media and Telecommunications,d_10-19,Total assets
Information Media and Telecommunications,d_10-19,Fixed tangible assets
Information Media and Telecommunications,e_20-49,Activity unit
Information Media and Telecommunications,e_20-49,Rolling mean employees
Information Media and Telecommunications,e_20-49,Salaries and wages paid
Information Media and Telecommunications,e_20-49,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,e_20-49,Total income
Information Media and Telecommunications,e_20-49,Total expenditure
Information Media and Telecommunications,e_20-49,Operating profit before tax
Information Media and Telecommunications,e_20-49,Total assets
Information Media and Telecommunications,e_20-49,Fixed tangible assets
Information Media and Telecommunications,f_50-99,Activity unit
Information Media and Telecommunications,f_50-99,Rolling mean employees
Information Media and Telecommunications,f_50-99,Salaries and wages paid
Information Media and Telecommunications,f_50-99,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,f_50-99,Total income
Information Media and Telecommunications,f_50-99,Total expenditure
Information Media and Telecommunications,f_50-99,Operating profit before tax
Information Media and Telecommunications,f_50-99,Total assets
Information Media and Telecommunications,f_50-99,Fixed tangible assets
Information Media and Telecommunications,g_100-199,Activity unit
Information Media and Telecommunications,g_100-199,Rolling mean employees
Information Media and Telecommunications,g_100-199,Salaries and wages paid
Information Media and Telecommunications,g_100-199,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,g_100-199,Total income
Information Media and Telecommunications,g_100-199,Total expenditure
Information Media and Telecommunications,g_100-199,Operating profit before tax
Information Media and Telecommunications,g_100-199,Total assets
Information Media and Telecommunications,g_100-199,Fixed tangible assets
Information Media and Telecommunications,h_200+,Activity unit
Information Media and Telecommunications,h_200+,Rolling mean employees
Information Media and Telecommunications,h_200+,Salaries and wages paid
Information Media and Telecommunications,h_200+,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,h_200+,Total income
Information Media and Telecommunications,h_200+,Total expenditure
Information Media and Telecommunications,h_200+,Operating profit before tax
Information Media and Telecommunications,h_200+,Total assets
Information Media and Telecommunications,h_200+,Fixed tangible assets
Information Media and Telecommunications,i_Industry_Total,Activity unit
Information Media and Telecommunications,i_Industry_Total,Rolling mean employees
